月份,车型,销量,厂商,售价区间,车型链接,图片链接
202307,蔚来ET5T,3662,蔚来,29.80 - 35.60,https://xl.16888.com/s/130013/,https://i3.img16888.com/picLib/2024/02/2024020405304438014_240.jpg
202307,宝马i3,3590,华晨宝马,35.39 - 41.39,https://xl.16888.com/s/129433/,https://i.img16888.com/picLib/2022/04/2022042111181287043_240.jpg
202307,曹操60,3539,曹操汽车,11.98 - 16.98,https://xl.16888.com/s/129866/,https://i3.img16888.com/picLib/2023/05/2023050401531151387_240.jpg
202307,问界M5,3462,AITO 问界,22.98 - 27.98,https://xl.16888.com/s/129407/,https://i3.img16888.com/picLib/2022/02/2022022106475629393_240.jpg
202307,哪吒U,3433,合众汽车,11.88 - 15.98,https://xl.16888.com/s/128441/,https://i3.img16888.com/picLib/2020/02/2020021903575038354_240.jpg
202307,宝骏悦也,3254,上汽通用五菱,7.98 - 9.08,https://xl.16888.com/s/129809/,https://i.img16888.com/picLib/2023/05/2023053105074080600_240.jpg
202307,ID.4 CROZZ,3190,一汽-大众,19.39 - 29.86,https://xl.16888.com/s/129061/,https://i.img16888.com/picLib/2021/03/2021030404500154028_240.jpg
202307,长安UNI-V 智电iDD,3042,长安汽车,11.49 - 15.99,https://xl.16888.com/s/129522/,https://i.img16888.com/picLib/2023/05/2023050802303752716_240.jpg
202307,哈弗二代大狗新能源,3006,长城汽车,16.28 - 17.98,https://xl.16888.com/s/129824/,https://i.img16888.com/picLib/2023/05/2023050605521893549_240.jpg
202307,东风风神E70,2923,东风乘用车,14.28 - 15.38,https://xl.16888.com/s/127868/,https://i2.img16888.com/picLib/2017/10/2017101005055963467_240.jpg
202307,零跑C01,2888,零跑汽车,13.68 - 20.88,https://xl.16888.com/s/129481/,https://i2.img16888.com/picLib/2022/06/2022062705074479976_240.jpg
202307,宝马iX3,2861,华晨宝马,40.50 - 44.50,https://xl.16888.com/s/128978/,https://i.img16888.com/picLib/2021/01/2021012209122149549_240.jpg
202307,AION V,2679,广汽埃安,12.98 - 19.36,https://xl.16888.com/s/128866/,https://i2.img16888.com/picLib/2024/09/2024091205354286365_240.jpg
202307,哪吒V,2583,合众汽车,7.99 - 12.38,https://xl.16888.com/s/129002/,https://i.img16888.com/picLib/2022/05/2022051102532969999_240.jpg
202307,比亚迪e2,2550,比亚迪,8.98 - 14.78,https://xl.16888.com/s/128578/,https://i3.img16888.com/picLib/2019/08/2019081505532648169_240.jpg
202307,秦新能源,2540,比亚迪,16.88 - 16.88,https://xl.16888.com/s/128198/,https://i3.img16888.com/picLib/2019/09/2019091803110544470_240.jpg
202307,奥迪Q4 e-tron,2503,一汽-大众奥迪,28.99 - 36.71,https://xl.16888.com/s/129500/,https://i3.img16888.com/picLib/2022/06/2022061311411071600_240.jpg
202307,传祺E9,2461,广汽乘用车,31.98 - 40.98,https://xl.16888.com/s/129875/,https://i2.img16888.com/picLib/2023/04/2023042306185757056_240.jpg
202307,smart精灵#3,2400,smart,16.49 - 28.99,https://xl.16888.com/s/129874/,https://i.img16888.com/picLib/2023/04/2023042306334743437_240.jpg
202307,蔚来ET5,2337,蔚来,29.80 - 35.60,https://xl.16888.com/s/129364/,https://i.img16888.com/picLib/2022/12/2022120502094649796_240.jpg
202307,钇为3,2191,江汽集团,6.99 - 14.99,https://xl.16888.com/s/129886/,https://i.img16888.com/picLib/2023/05/2023051111543860893_240.jpg
202307,零跑T03,2164,零跑汽车,4.99 - 6.99,https://xl.16888.com/s/128803/,https://i3.img16888.com/picLib/2020/02/2020022403250477888_240.jpg
202307,小蚂蚁,2110,奇瑞新能源,5.99 - 7.69,https://xl.16888.com/s/127686/,https://i.img16888.com/picLib/2021/03/2021030902381666489_240.jpg
202307,坦克500新能源,2023,长城汽车,33.50 - 36.38,https://xl.16888.com/s/129952/,https://i.img16888.com/picLib/2024/01/2024010906045351906_240.jpg
202307,昊铂GT,2003,昊铂,20.39 - 25.99,https://xl.16888.com/s/129846/,https://i3.img16888.com/picLib/2024/11/2024112811170167066_240.jpg
202307,蔚来ES8,1917,蔚来,49.80 - 59.80,https://xl.16888.com/s/127767/,https://i2.img16888.com/picLib/2018/01/2018010905521771152_240.jpg
202307,岚图梦想家,1894,岚图汽车,32.99 - 63.99,https://xl.16888.com/s/129359/,https://i.img16888.com/picLib/2022/06/2022062804065667884_240.jpg
202307,smart精灵#1,1892,smart,15.49 - 28.49,https://xl.16888.com/s/129576/,https://i.img16888.com/picLib/2022/06/2022062306564227186_240.jpg
202307,北京EU5,1821,北京汽车,12.99 - 17.19,https://xl.16888.com/s/128299/,https://i3.img16888.com/picLib/2019/11/2019111103110950102_240.jpg
202307,别克E4,1762,上汽通用别克,15.99 - 22.99,https://xl.16888.com/s/129943/,https://i3.img16888.com/picLib/2023/06/2023060911520285937_240.jpg
202307,哪吒S,1746,合众汽车,15.48 - 22.48,https://xl.16888.com/s/129243/,https://i.img16888.com/picLib/2022/10/2022103103505761259_240.jpg
202307,吉利几何E萤火虫,1591,吉利几何,5.98 - 8.98,https://xl.16888.com/s/129442/,https://i2.img16888.com/picLib/2022/10/2022102004325133716_240.jpg
202307,智己LS7,1572,智己汽车,28.98 - 45.98,https://xl.16888.com/s/129755/,https://i3.img16888.com/picLib/2023/05/2023050605162661967_240.jpg
202307,新海狮EV,1554,鑫源汽车,13.98 - 19.28,https://xl.16888.com/s/129571/,https://i2.img16888.com//default-piclib-1024.jpg_240.jpg
202307,极氪009,1502,极氪,43.90 - 89.90,https://xl.16888.com/s/129629/,https://i.img16888.com/picLib/2022/10/2022102603382181824_240.jpg
202307,悦虎,1396,大运汽车,5.68 - 8.58,https://xl.16888.com/s/128810/,https://i2.img16888.com/picLib/2021/12/2021122204065469245_240.jpg
202307,奔腾NAT,1356,一汽奔腾,13.98 - 16.48,https://xl.16888.com/s/129174/,https://i3.img16888.com/picLib/2023/05/2023053111414011743_240.jpg
202307,元pro,1355,比亚迪,9.58 - 11.38,https://xl.16888.com/s/129110/,https://i.img16888.com/picLib/2021/03/2021032205455595676_240.jpg
202307,ID.6 CROZZ,1354,一汽-大众,25.89 - 33.69,https://xl.16888.com/s/129172/,https://i3.img16888.com/picLib/2021/05/2021051805481193714_240.jpg
202307,领克09新能源,1292,领克,28.99 - 36.29,https://xl.16888.com/s/129302/,https://i3.img16888.com/picLib/2023/05/2023050903415460314_240.jpg
202307,飞凡F7,1224,上汽集团,18.99 - 30.99,https://xl.16888.com/s/129793/,https://i3.img16888.com/picLib/2023/05/2023050402003132740_240.jpg
202307,启辰大V DD-i,1222,东风日产,11.89 - 14.99,https://xl.16888.com/s/129845/,https://i3.img16888.com/picLib/2023/05/2023052903160557662_240.jpg
202307,启辰D60EV,1215,东风日产,12.98 - 17.88,https://xl.16888.com/s/128626/,https://i.img16888.com/picLib/2019/09/2019091210503587575_240.jpg
202307,阿维塔11,1200,阿维塔科技,27.99 - 42.99,https://xl.16888.com/s/129626/,https://i.img16888.com/picLib/2022/10/2022102603324666119_240.jpg
202307,广汽丰田bZ4X,1191,广汽丰田,19.98 - 28.78,https://xl.16888.com/s/129462/,https://i.img16888.com/picLib/2023/05/2023050802342257295_240.jpg
202307,极狐 阿尔法S(ARCFOX αS),1161,北汽新能源,18.98 - 32.98,https://xl.16888.com/s/128999/,https://i3.img16888.com/picLib/2021/04/2021041910080225684_240.jpg
202307,吉利几何A,1121,吉利几何,14.38 - 20.78,https://xl.16888.com/s/128369/,https://i.img16888.com/picLib/2019/07/2019070504382512475_240.jpg
202307,创维EV6,1106,创维汽车,10.98 - 32.98,https://xl.16888.com/s/129223/,https://i3.img16888.com/picLib/2021/07/2021072202430054743_240.jpg
202307,富康ES600,1104,东风新能源,15.38 - 16.38,https://xl.16888.com/s/129518/,https://i3.img16888.com/picLib/2022/05/2022051904451838899_240.jpg
202307,魏牌 摩卡新能源,1006,长城汽车,23.18 - 23.88,https://xl.16888.com/s/129220/,https://i2.img16888.com/picLib/2023/05/2023050904211144085_240.jpg
202307,五菱Air ev晴空,988,上汽通用五菱,6.78 - 8.28,https://xl.16888.com/s/129575/,https://i.img16888.com/picLib/2022/06/2022062804320760649_240.jpg
202307,小鹏P5,980,小鹏汽车,15.69 - 18.89,https://xl.16888.com/s/129134/,https://i3.img16888.com/picLib/2021/07/2021072304062225606_240.jpg
202307,奔驰EQB,937,北京奔驰,35.20 - 42.80,https://xl.16888.com/s/128640/,https://i3.img16888.com/picLib/2021/06/2021060103014695142_240.jpg
202307,帕萨特新能源,921,上汽大众,21.72 - 24.22,https://xl.16888.com/s/128252/,https://i.img16888.com/picLib/2019/02/2019022605144533548_240.jpg
202307,骏行,900,国金汽车,15.98 - 15.98,https://xl.16888.com/s/129618/,https://i.img16888.com//default-piclib-1024.jpg_240.jpg
202307,一汽丰田bZ4X,878,一汽丰田,19.98 - 28.48,https://xl.16888.com/s/129440/,https://i3.img16888.com/picLib/2022/05/2022052306513920080_240.jpg
202307,小鹏G9,872,小鹏汽车,24.88 - 35.99,https://xl.16888.com/s/129400/,https://i3.img16888.com/picLib/2022/09/2022091504061283908_240.jpg
202307,本田CR-V新能源,846,东风本田,22.59 - 26.99,https://xl.16888.com/s/129014/,https://i.img16888.com/picLib/2021/02/2021020304190329142_240.jpg
202307,ID.4 X,841,上汽大众,15.99 - 28.34,https://xl.16888.com/s/129086/,https://i.img16888.com/picLib/2021/04/2021042202224179294_240.jpg
202307,元宝,831,北京汽车制造厂,2.97 - 5.19,https://xl.16888.com/s/129527/,https://i3.img16888.com/picLib/2022/05/2022052306223254820_240.jpg
202307,问界M7,769,AITO 问界,24.98 - 32.98,https://xl.16888.com/s/129587/,https://i.img16888.com/picLib/2022/06/2022062711392436726_240.jpg
202307,奔驰EQE SUV,736,北京奔驰,48.60 - 63.06,https://xl.16888.com/s/129913/,https://i2.img16888.com/picLib/2024/11/2024110505163479685_240.jpg
202307,畅巡,734,上汽通用雪佛兰,18.29 - 19.79,https://xl.16888.com/s/128721/,https://i.img16888.com/picLib/2019/12/2019123103401245613_240.jpg
202307,欧拉闪电猫,690,长城新能源,18.98 - 27.28,https://xl.16888.com/s/129133/,https://i.img16888.com/picLib/2021/05/2021051005043966445_240.jpg
202307,岚图追光,673,岚图汽车,25.28 - 38.59,https://xl.16888.com/s/129710/,https://i.img16888.com/picLib/2023/05/2023050606173682441_240.jpg
202307,凌宝BOX,659,吉麦新能源,3.98 - 6.88,https://xl.16888.com/s/128895/,https://i2.img16888.com/picLib/2020/05/2020051410112747249_240.jpg
202307,荣威Ei5,654,上汽集团,13.98 - 15.38,https://xl.16888.com/s/127904/,https://i2.img16888.com/picLib/2019/12/2019121301385779028_240.jpg
202307,合创Z03,626,合创汽车,13.48 - 18.28,https://xl.16888.com/s/129294/,https://i3.img16888.com/picLib/2023/05/2023050903470390765_240.jpg
202307,丰田bZ3,598,一汽丰田,16.98 - 19.98,https://xl.16888.com/s/129720/,https://i2.img16888.com/picLib/2023/05/2023050606034577457_240.jpg
202307,奔驰EQE,591,北京奔驰,47.80 - 62.70,https://xl.16888.com/s/128840/,https://i.img16888.com/picLib/2023/05/2023050905050416590_240.jpg
202307,飞凡R7,578,上汽集团,18.99 - 38.99,https://xl.16888.com/s/129449/,https://i.img16888.com/picLib/2022/05/2022052306310782165_240.jpg
202307,岚图FREE,575,岚图汽车,22.89 - 26.69,https://xl.16888.com/s/129117/,https://i.img16888.com/picLib/2024/06/2024062502541821509_240.jpg
202307,雅阁新能源,567,广汽本田,22.58 - 25.88,https://xl.16888.com/s/129931/,https://i.img16888.com/picLib/2023/05/2023052910124960163_240.jpg
202307,长安奔奔E-Star,538,长安汽车,0.00 - 0.00,https://xl.16888.com/s/128865/,https://i.img16888.com/picLib/2020/04/2020040101365099167_240.jpg
202307,蔚来ES7,520,蔚来,43.80 - 51.80,https://xl.16888.com/s/129585/,https://i3.img16888.com/picLib/2022/12/2022120501474530085_240.jpg
202307,MG4 EV,516,上汽集团,13.98 - 18.68,https://xl.16888.com/s/129582/,https://i2.img16888.com/picLib/2022/06/2022062805442277164_240.jpg
202307,蓝电E5,514,赛力斯蓝电,9.98 - 15.39,https://xl.16888.com/s/129850/,https://i.img16888.com/picLib/2023/05/2023051111572117742_240.jpg
202307,e:NP1 极湃1,504,广汽本田,17.50 - 21.80,https://xl.16888.com/s/129586/,https://i2.img16888.com/picLib/2022/06/2022062711321864032_240.jpg
202307,IQ锐歌,500,上汽通用凯迪拉克,29.77 - 41.97,https://xl.16888.com/s/129523/,https://i3.img16888.com/picLib/2022/05/2022051906110990689_240.jpg
202307,沃尔沃XC60新能源,496,沃尔沃亚太,52.39 - 60.39,https://xl.16888.com/s/128331/,https://i.img16888.com/picLib/2019/05/2019052802425355252_240.jpg
202307,蔚来EC7,493,蔚来,45.80 - 54.80,https://xl.16888.com/s/129880/,https://i.img16888.com/picLib/2023/04/2023042306121784535_240.jpg
202307,帝豪新能源,489,吉利新能源,13.58 - 16.18,https://xl.16888.com/s/127691/,https://i3.img16888.com/picLib/2017/03/2017032303233992053_240.jpg
202307,长安UNI-K 智电iDD,455,长安汽车,18.79 - 21.59,https://xl.16888.com/s/129266/,https://i2.img16888.com/picLib/2021/09/2021091609254297205_240.jpg
202307,宝马5系新能源,447,华晨宝马,49.99 - 54.65,https://xl.16888.com/s/127997/,https://i3.img16888.com/picLib/2019/12/2019121302012187538_240.jpg
202307,荣威RX5新能源,432,上汽集团,14.79 - 16.98,https://xl.16888.com/s/127388/,https://i2.img16888.com/picLib/2021/04/2021040902364744342_240.jpg
202307,奥迪Q5 e-tron,425,上汽奥迪,29.85 - 43.25,https://xl.16888.com/s/129404/,https://i2.img16888.com/picLib/2022/05/2022050606523245514_240.jpg
202307,红旗E-HS9,425,一汽红旗,50.98 - 77.98,https://xl.16888.com/s/128953/,https://i2.img16888.com/picLib/2020/12/2020121002241623785_240.jpg
202307,奔驰EQA,414,北京奔驰,32.20 - 32.20,https://xl.16888.com/s/128737/,https://i3.img16888.com/picLib/2023/05/2023053003393261059_240.jpg
202307,蔚来ET7,397,蔚来,42.80 - 51.60,https://xl.16888.com/s/129084/,https://i2.img16888.com/picLib/2021/01/2021011310423989686_240.jpg
202307,极狐 阿尔法T(ARCFOX αT),375,北汽新能源,18.58 - 28.08,https://xl.16888.com/s/128880/,https://i3.img16888.com/picLib/2020/10/2020102603500161504_240.jpg
202307,迈腾GTE插电混动,373,一汽-大众,23.79 - 25.29,https://xl.16888.com/s/128747/,https://i3.img16888.com/picLib/2019/12/2019122802501778988_240.jpg
202307,凌宝uni,362,吉麦新能源,2.98 - 4.18,https://xl.16888.com/s/129441/,https://i3.img16888.com/picLib/2023/06/2023060105423521595_240.jpg
202307,风行雷霆,358,东风风行,9.98 - 22.99,https://xl.16888.com/s/129833/,https://i2.img16888.com/picLib/2023/05/2023050402104983353_240.jpg
202307,宝骏KiWi EV,333,上汽通用五菱,7.78 - 11.38,https://xl.16888.com/s/129169/,https://i2.img16888.com/picLib/2021/05/2021051002031748182_240.jpg
202307,远志M1,324,大运汽车,17.88 - 31.88,https://xl.16888.com/s/129042/,https://i3.img16888.com/picLib/2021/06/2021060405370287024_240.jpg
202307,大家9,322,上汽大通,25.99 - 44.99,https://xl.16888.com/s/129598/,https://i.img16888.com/picLib/2022/10/2022102411401165564_240.jpg
202307,星途追风PHEV,321,星途,12.98 - 19.58,https://xl.16888.com/s/129837/,https://i.img16888.com/picLib/2023/05/2023050405360322910_240.jpg
202307,荣威iMAX8新能源,317,上汽集团,19.99 - 35.98,https://xl.16888.com/s/129461/,https://i.img16888.com/picLib/2022/10/2022102004412210521_240.jpg
202307,小鹏G3,311,小鹏汽车,16.89 - 20.19,https://xl.16888.com/s/127961/,https://i2.img16888.com/picLib/2021/03/2021032909021783673_240.jpg
202307,皓影新能源,305,广汽本田,22.59 - 26.99,https://xl.16888.com/s/129119/,https://i3.img16888.com/picLib/2023/05/2023053001564363816_240.jpg
202307,菱智M5EV,291,东风风行,14.99 - 19.69,https://xl.16888.com/s/128231/,https://i3.img16888.com/picLib/2019/05/2019051704360857053_240.jpg
202307,途观L新能源,279,上汽大众,26.11 - 27.21,https://xl.16888.com/s/128249/,https://i.img16888.com/picLib/2019/01/2019010210183081520_240.jpg
202307,五菱荣光EV,271,上汽通用五菱,10.88 - 11.88,https://xl.16888.com/s/128892/,https://i2.img16888.com/picLib/2023/05/2023053005555857388_240.jpg
202307,领克06新能源,244,领克,13.68 - 15.68,https://xl.16888.com/s/128867/,https://i.img16888.com/picLib/2021/05/2021051702022668203_240.jpg
202307,宋MAX新能源,244,比亚迪,14.78 - 17.48,https://xl.16888.com/s/128417/,https://i.img16888.com/picLib/2019/08/2019081503132525658_240.jpg
202307,星越L增程电动版,239,吉利汽车,23.97 - 25.37,https://xl.16888.com/s/129707/,https://i2.img16888.com/picLib/2022/10/2022101404161192666_240.jpg
202307,沃尔沃S90插电式混动,238,沃尔沃亚太,49.99 - 61.39,https://xl.16888.com/s/128328/,https://i.img16888.com/picLib/2019/05/2019052802452947738_240.jpg
202307,风光MINIEV,236,东风小康,3.26 - 5.91,https://xl.16888.com/s/129376/,https://i.img16888.com/picLib/2022/08/2022081506094535231_240.jpg
202307,英仕派新能源,208,东风本田,22.98 - 25.88,https://xl.16888.com/s/129986/,https://i2.img16888.com/picLib/2024/02/2024020511103914308_240.jpg
202307,思皓爱跑,207,江汽集团,13.99 - 19.99,https://xl.16888.com/s/129613/,https://i3.img16888.com/picLib/2023/05/2023050811180633814_240.jpg
202307,比亚迪e3,204,比亚迪,15.48 - 15.58,https://xl.16888.com/s/128565/,https://i2.img16888.com/picLib/2019/11/2019112704545588655_240.jpg
202307,风行S50EV,195,东风风行,15.09 - 16.99,https://xl.16888.com/s/127908/,https://i.img16888.com/picLib/2018/01/2018011001573226004_240.jpg
202307,吉利几何M6,194,吉利几何,14.98 - 18.98,https://xl.16888.com/s/129700/,https://i3.img16888.com/picLib/2023/05/2023050606244822571_240.jpg
202307,探岳GTE插电混动,193,一汽-大众,24.29 - 24.29,https://xl.16888.com/s/129055/,https://i.img16888.com/picLib/2021/06/2021060402061279096_240.jpg
202307,羿,176,江铃集团新能源,11.88 - 19.98,https://xl.16888.com/s/129310/,https://i.img16888.com/picLib/2023/05/2023053104271314052_240.jpg
202307,吉利几何G6,167,吉利几何,11.98 - 18.58,https://xl.16888.com/s/129633/,https://i.img16888.com/picLib/2022/10/2022102605535118487_240.jpg
202307,小麒麟,167,江铃集团新能源,4.99 - 5.19,https://xl.16888.com/s/129717/,https://i2.img16888.com/picLib/2023/06/2023060106473416630_240.jpg
202307,ID.6 X,159,上汽大众,25.99 - 33.89,https://xl.16888.com/s/129136/,https://i.img16888.com/picLib/2021/05/2021052004235881777_240.jpg
202307,合创A06,159,合创汽车,13.98 - 26.98,https://xl.16888.com/s/129713/,https://i3.img16888.com/picLib/2022/12/2022120501432011872_240.jpg
202307,家宝,159,北京汽车制造厂,3.98 - 5.69,https://xl.16888.com/s/129799/,https://i2.img16888.com/picLib/2023/06/2023060103562040881_240.jpg
202307,智己L7,150,智己汽车,29.99 - 57.88,https://xl.16888.com/s/129160/,https://i.img16888.com/picLib/2021/04/2021042302321073252_240.jpg
202307,奥迪e-tron,147,一汽-大众奥迪,54.68 - 64.88,https://xl.16888.com/s/128897/,https://i2.img16888.com/picLib/2021/05/2021051711212778660_240.jpg
202307,宝骏云朵,145,上汽通用五菱,9.58 - 14.58,https://xl.16888.com/s/129916/,https://i3.img16888.com/picLib/2023/05/2023051001502489768_240.jpg
202307,沃尔沃XC40新能源,142,沃尔沃亚太,27.99 - 32.20,https://xl.16888.com/s/129016/,https://i3.img16888.com/picLib/2021/04/2021040905183111771_240.jpg
202307,本田e:NS1,142,东风本田,17.50 - 21.80,https://xl.16888.com/s/129457/,https://i3.img16888.com/picLib/2022/10/2022101104045327430_240.jpg
202307,吉利几何C,136,吉利几何,12.98 - 20.78,https://xl.16888.com/s/128814/,https://i.img16888.com/picLib/2020/08/2020082505264887053_240.jpg
202307,Ariya艾睿雅,115,东风日产,19.99 - 28.29,https://xl.16888.com/s/129184/,https://i2.img16888.com/picLib/2021/06/2021060104315297676_240.jpg
202307,e爱丽舍,112,东风新能源,12.98 - 13.98,https://xl.16888.com/s/129102/,https://i.img16888.com/picLib/2021/03/2021030909501467317_240.jpg
202307,比亚迪D1,102,比亚迪,16.08 - 16.98,https://xl.16888.com/s/129052/,https://i.img16888.com/picLib/2021/06/2021060203124279779_240.jpg
202307,欧拉芭蕾猫,101,长城新能源,14.98 - 17.98,https://xl.16888.com/s/129361/,https://i.img16888.com/picLib/2023/05/2023050901184277773_240.jpg
202307,YOUNG光小新,100,电动屋,6.58 - 8.48,https://xl.16888.com/s/129262/,https://i3.img16888.com/picLib/2022/02/2022022511543968015_240.jpg
202307,炫界Pro EV,100,凯翼汽车,11.99 - 17.66,https://xl.16888.com/s/129306/,https://i2.img16888.com/picLib/2023/05/2023051111514823649_240.jpg
202307,奇瑞无界Pro,91,奇瑞新能源,7.99 - 11.59,https://xl.16888.com/s/129514/,https://i.img16888.com/picLib/2022/06/2022062806353318801_240.jpg
202307,沃尔沃C40,86,沃尔沃亚太,28.90 - 34.20,https://xl.16888.com/s/129402/,https://i2.img16888.com/picLib/2023/05/2023050901141684816_240.jpg
202307,魏牌 拿铁DHT-PHEV,80,长城汽车,22.90 - 26.30,https://xl.16888.com/s/129604/,https://i.img16888.com/picLib/2022/10/2022102411460961623_240.jpg
202307,长安之星9EV,72,长安凯程,13.28 - 16.89,https://xl.16888.com/s/128408/,https://i3.img16888.com/picLib/2020/05/2020052203273355804_240.jpg
202307,瑞风E3,56,江汽集团,13.99 - 20.88,https://xl.16888.com/s/129581/,https://i2.img16888.com/picLib/2022/06/2022062805373176178_240.jpg
202307,RAV4荣放双擎E+,52,一汽丰田,24.88 - 29.78,https://xl.16888.com/s/129161/,https://i2.img16888.com/picLib/2021/04/2021042302523977379_240.jpg
202307,领克01新能源,52,领克,19.97 - 22.78,https://xl.16888.com/s/128145/,https://i.img16888.com/picLib/2021/06/2021060802055620474_240.jpg
202307,哈弗H6新能源,50,长城汽车,15.98 - 17.38,https://xl.16888.com/s/129695/,https://i2.img16888.com/picLib/2023/05/2023050810591465380_240.jpg
202307,揽胜极光新能源,47,奇瑞捷豹路虎,41.58 - 42.98,https://xl.16888.com/s/129315/,https://i.img16888.com/picLib/2023/05/2023053104164488997_240.jpg
202307,小虎EV,47,小虎汽车,4.19 - 5.59,https://xl.16888.com/s/129368/,https://i.img16888.com//default-piclib-1024.jpg_240.jpg
202307,Aion LX,45,广汽埃安,28.66 - 46.96,https://xl.16888.com/s/128584/,https://i2.img16888.com/picLib/2019/09/2019090605505856502_240.jpg
202307,发现运动版新能源,43,奇瑞捷豹路虎,40.98 - 40.98,https://xl.16888.com/s/129023/,https://i2.img16888.com/picLib/2021/05/2021051703373074557_240.jpg
202307,睿蓝9,39,睿蓝汽车,10.99 - 19.79,https://xl.16888.com/s/129732/,https://i.img16888.com/picLib/2022/11/2022111411171898890_240.jpg
202307,丰田C-HR EV,36,广汽丰田,22.58 - 24.98,https://xl.16888.com/s/128758/,https://i2.img16888.com/picLib/2020/04/2020042202260671591_240.jpg
202307,逸动新能源,32,长安汽车,14.99 - 14.99,https://xl.16888.com/s/127732/,https://i.img16888.com/picLib/2019/03/2019031310521255244_240.jpg
202307,威兰达新能源,29,广汽丰田,26.68 - 30.18,https://xl.16888.com/s/129078/,https://i3.img16888.com/picLib/2020/12/2020120904352634842_240.jpg
202307,马自达CX-30 EV,29,长安马自达,15.98 - 20.18,https://xl.16888.com/s/129316/,https://i2.img16888.com/picLib/2023/05/2023050903365119809_240.jpg
202307,领克05新能源,27,领克,22.78 - 23.17,https://xl.16888.com/s/129182/,https://i.img16888.com/picLib/2021/05/2021053103194445752_240.jpg
202307,沃尔沃S60新能源,26,沃尔沃亚太,39.99 - 46.19,https://xl.16888.com/s/128327/,https://i.img16888.com/picLib/2020/03/2020030407451951561_240.jpg
202307,奥迪Q2L e-tron,24,一汽-大众奥迪,24.38 - 24.38,https://xl.16888.com/s/128744/,https://i.img16888.com/picLib/2019/11/2019112104190551105_240.jpg
202307,易至EV3,23,江铃集团新能源,5.28 - 6.68,https://xl.16888.com/s/128413/,https://i3.img16888.com/picLib/2023/05/2023052906461757508_240.jpg
202307,海马7X新能源,16,一汽海马,21.98 - 25.98,https://xl.16888.com/s/129694/,https://i.img16888.com/picLib/2023/05/2023051110504117670_240.jpg
202307,奥迪A6L新能源,16,一汽-大众奥迪,0.00 - 0.00,https://xl.16888.com/s/128135/,https://i3.img16888.com/picLib/2021/04/2021040210322145026_240.jpg
202307,奔驰EQC,10,北京奔驰,49.19 - 57.98,https://xl.16888.com/s/128206/,https://i3.img16888.com/picLib/2019/12/2019121302483376802_240.jpg
202307,东风本田M-NV,9,东风本田,14.98 - 15.98,https://xl.16888.com/s/129049/,https://i.img16888.com/picLib/2020/12/2020120403323659756_240.jpg
202307,启辰T60EV,9,东风日产,16.38 - 18.98,https://xl.16888.com/s/128769/,https://i.img16888.com/picLib/2019/12/2019121104504279370_240.jpg
202307,DS 9新能源,8,DS汽车,32.99 - 39.99,https://xl.16888.com/s/128832/,https://i2.img16888.com/picLib/2021/05/2021051703130560685_240.jpg
202307,艾瑞泽e,7,奇瑞新能源,15.24 - 15.78,https://xl.16888.com/s/128603/,https://i.img16888.com/picLib/2019/09/2019092710483389370_240.jpg
202307,微蓝7,4,上汽通用别克,19.78 - 21.78,https://xl.16888.com/s/128811/,https://i2.img16888.com/picLib/2020/10/2020102103415224608_240.jpg
202307,卡罗拉双擎E+,4,一汽丰田,20.78 - 23.08,https://xl.16888.com/s/128378/,https://i2.img16888.com/picLib/2019/02/2019021511385220655_240.jpg
202307,广汽丰田iA5,3,广汽丰田新能源,15.98 - 19.28,https://xl.16888.com/s/128629/,https://i2.img16888.com/picLib/2019/12/2019121209082417862_240.jpg
202307,DS 3新能源,3,DS(进口),31.33 - 33.33,https://xl.16888.com/s/129651/,https://i3.img16888.com/picLib/2023/05/2023051111023119567_240.jpg
202307,广汽本田VE-1,3,广汽本田,15.98 - 18.68,https://xl.16888.com/s/128273/,https://i2.img16888.com/picLib/2019/11/2019110403032820685_240.jpg
202307,奕泽E进擎,2,一汽丰田,22.58 - 25.38,https://xl.16888.com/s/128757/,https://i.img16888.com/picLib/2020/06/2020060210492994033_240.jpg
202307,佳宝V80新能源,2,一汽吉林,11.98 - 13.68,https://xl.16888.com/s/128847/,https://i2.img16888.com/picLib/2020/06/2020061005545627895_240.jpg
202307,名图新能源,1,北京现代,17.88 - 20.38,https://xl.16888.com/s/129043/,https://i3.img16888.com/picLib/2021/05/2021051302270980522_240.jpg
202307,冒险家新能源,1,长安林肯,30.98 - 34.58,https://xl.16888.com/s/129249/,https://i3.img16888.com/picLib/2023/05/2023053111473371155_240.jpg
202307,雷凌双擎E+,1,广汽丰田,20.38 - 21.88,https://xl.16888.com/s/128401/,https://i2.img16888.com/picLib/2019/04/2019040909420970021_240.jpg
202307,天逸 C5 AIRCROSS新能源,1,东风雪铁龙,23.17 - 26.47,https://xl.16888.com/s/128913/,https://i3.img16888.com/picLib/2023/05/2023050905105247969_240.jpg
202308,Model Y,51117,特斯拉中国,26.35 - 31.35,https://xl.16888.com/s/129112/,https://i3.img16888.com/picLib/2021/03/2021033109375237701_240.jpg
202308,秦PLUS,39808,比亚迪,7.98 - 17.98,https://xl.16888.com/s/129054/,https://i.img16888.com/picLib/2021/03/2021031111162675446_240.jpg
202308,海鸥,34841,比亚迪,6.98 - 8.58,https://xl.16888.com/s/129792/,https://i.img16888.com/picLib/2023/05/2023050401254766825_240.jpg
