,0,1,2,3,4,5,6,7
17,118,长安欧尚X7 EV,1,长安汽车,15.99,17.99,/s/126973/,202107
18,119,LITE,1,北汽新能源,11.08,12.68,//price.16888.com/sr-128285.html,202107
19,120,北京EX3,1,北京汽车,11.99,16.39,/s/128133/,202107
20,121,途观L新能源,1,上汽大众,26.11,27.21,//price.16888.com/sr-128158.html,202107
21,122,欧拉iQ,0,长城新能源,11.48,15.03,/s/127748/,202107
22,123,江淮iEV,0,江淮汽车,9.45,9.45,//price.16888.com/sr-128457.html,202107
23,124,北汽EC100,0,北汽昌河,7.18,7.58,/s/128437/,202107
24,125,风光580新能源,0,东风小康,0.00,0.00,//price.16888.com/sr-128426.html,202107
25,126,长安CS15EV,0,长安汽车,8.98,9.88,/s/128225/,202107
26,127,众泰E200,0,众泰新能源,0.00,0.00,//price.16888.com/sr-128748.html,202107
27,128,爱驰U5,0,爱驰汽车,16.69,24.99,/s/128078/,202107
28,129,比亚迪e5,0,比亚迪,22.07,22.07,//price.16888.com/sr-128862.html,202107
29,130,英致EX1,0,中国重汽VGV,0.00,0.00,/s/128891/,202107
30,131,欧尚EV,0,长安汽车,0.00,0.00,//price.16888.com/sr-128230.html,202107
31,132,野马EC60,0,野马汽车,16.99,16.99,/s/128978/,202107
32,133,传祺GE3,0,广汽埃安,0.00,0.00,//price.16888.com/sr-128585.html,202107
0,151,江淮iEVA60,0,江淮汽车,0.00,0.00,//price.16888.com/sr-128437.html,202107
1,152,比亚迪e1,0,比亚迪,5.99,7.99,/s/127976/,202107
2,153,瑞虎3xe,0,奇瑞新能源,9.38,10.68,//price.16888.com/sr-128225.html,202107
3,154,轩逸·纯电,0,东风日产,23.80,25.40,/s/128786/,202107
4,155,魏牌 VV7新能源,0,长城汽车,21.98,23.98,//price.16888.com/sr-128078.html,202107
5,156,宝骏E300,0,上汽通用五菱,0.00,0.00,/s/128590/,202107
6,157,帝豪GSe,0,吉利新能源,10.99,15.99,//price.16888.com/sr-128891.html,202107
7,158,探岳GTE,0,一汽-大众,0.00,0.00,/s/128767/,202107
8,159,雷诺 e诺,0,东风雷诺,0.00,0.00,//price.16888.com/sr-128978.html,202107
9,160,启能GEV 1,0,新特汽车,0.00,0.00,/s/128100/,202107
10,161,祺智EV,0,广汽三菱新能源,12.98,13.98,//price.16888.com/sr-128141.html,202107
11,162,标致e2008,0,东风标致,0.00,0.00,/s/128830/,202107
12,163,宝马iX3,0,华晨宝马,40.50,44.50,//price.16888.com/sr-128273.html,202107
13,164,雷丁i3,0,雷丁,0.00,0.00,/s/128965/,202107
14,165,瑞驰新能源EC35,0,瑞驰新能源,6.99,14.38,//price.16888.com/sr-127487.html,202107
15,166,哪吒N01,0,合众汽车,6.68,13.98,/s/127691/,202107
16,167,风景V5新能源,0,福田商用车,12.66,12.66,//price.16888.com/sr-129038.html,202107
17,168,江淮iC5,0,江淮汽车,14.99,17.59,/s/126176/,202107
18,169,广汽本田VE-1,0,广汽本田,15.98,18.68,//price.16888.com/sr-129117.html,202107
19,170,奕炫EV,0,东风乘用车,14.98,15.98,/s/128151/,202107
20,171,大蚂蚁,0,奇瑞新能源,15.66,17.99,//price.16888.com/sr-128014.html,202107
0,1,宏光MINIEV,41188,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128864.html,202108
1,2,Model 3,27066,特斯拉中国,23.19,33.95,/s/129112/,202108
2,3,Model Y,17198,特斯拉中国,24.99,35.49,//price.16888.com/sr-127904.html,202108
3,4,荣威Ei5,14773,上汽集团,13.98,15.38,/s/128436/,202108
4,5,宋新能源,12305,比亚迪,0.00,0.00,//price.16888.com/sr-128787.html,202108
5,6,理想ONE,9433,理想,33.80,33.80,/s/128441/,202108
6,7,汉,9035,比亚迪,16.58,25.98,//price.16888.com/sr-126549.html,202108
7,8,欧拉黑猫,7013,长城新能源,8.48,9.98,/s/127686/,202108
8,9,哪吒U,6613,合众汽车,11.88,15.98,//price.16888.com/sr-128978.html,202108
9,10,唐新能源,6240,比亚迪,17.98,26.98,/s/129064/,202108
10,11,小鹏P7,6165,小鹏汽车,20.99,33.99,//price.16888.com/sr-128954.html,202108
11,12,小蚂蚁,5975,奇瑞新能源,5.99,7.69,/s/129066/,202108
12,13,宝马iX3,4584,华晨宝马,40.50,44.50,//price.16888.com/sr-128626.html,202108
13,14,零跑T03,4254,零跑汽车,4.99,6.99,/s/127691/,202108
14,15,AION Y,4124,广汽埃安,9.98,18.98,//price.16888.com/sr-129156.html,202108
15,16,欧拉好猫,4005,长城新能源,10.58,13.58,/s/128866/,202108
16,17,比亚迪e2,3513,比亚迪,8.98,14.78,//price.16888.com/sr-128755.html,202108
17,18,花仙子,3255,江汽集团,5.99,9.09,/s/129169/,202108
18,19,启辰D60EV,3210,东风日产,12.98,17.88,//price.16888.com/sr-127767.html,202108
19,20,ID.4 CROZZ,2993,一汽-大众,19.39,29.86,/s/128198/,202108
20,21,帝豪新能源,2908,吉利新能源,13.58,16.18,//price.16888.com/sr-129086.html,202108
21,22,雷丁芒果,2856,雷丁,2.98,7.39,/s/127732/,202108
22,23,东风风神E70,2416,东风乘用车,14.28,15.38,//price.16888.com/sr-128029.html,202108
23,24,AION V,2154,广汽埃安,12.98,19.36,/s/129172/,202108
24,25,威马EX6,2068,威马汽车,0.00,0.00,//price.16888.com/sr-128252.html,202108
25,26,风行S50EV,1972,东风风行,15.09,16.99,/s/128895/,202108
26,27,宝骏KiWi EV,1931,上汽通用五菱,7.78,11.38,//price.16888.com/sr-127961.html,202108
27,28,蔚来ES8,1825,蔚来,49.80,59.80,/s/128922/,202108
28,29,海豚,1755,比亚迪,9.98,12.98,//price.16888.com/sr-128852.html,202108
29,30,秦新能源,1708,比亚迪,16.88,16.88,/s/127815/,202108
30,31,ID.4 X,1686,上汽大众,15.99,28.34,//price.16888.com/sr-129055.html,202108
31,32,吉利几何A,1639,吉利几何,14.38,20.78,/s/128747/,202108
32,33,逸动新能源,1615,长安汽车,8.49,14.99,//price.16888.com/sr-128814.html,202108
0,51,赛力斯SF5,715,金康赛力斯,21.68,24.68,//price.16888.com/sr-128432.html,202108
1,52,五菱荣光EV,704,上汽通用五菱,10.88,11.88,/s/127573/,202108
2,53,宝骏E100,664,上汽通用五菱,4.98,5.48,//price.16888.com/sr-128331.html,202108
3,54,沃尔沃XC60新能源,642,沃尔沃亚太,52.39,60.39,/s/129210/,202108
4,55,名爵EZS纯电动,621,上汽集团,11.98,14.98,//price.16888.com/sr-128486.html,202108
5,56,红旗E-QM5,592,一汽红旗,16.58,23.98,/s/128867/,202108
6,57,缤越新能源,565,吉利新能源,11.98,13.58,//price.16888.com/sr-128880.html,202108
7,58,奔腾NAT,544,一汽奔腾,13.98,16.48,/s/128206/,202108
8,59,领克06新能源,533,领克,13.68,15.68,//price.16888.com/sr-129052.html,202108
9,60,极狐 阿尔法T(ARCFOX αT),522,北汽新能源,18.58,28.08,/s/128145/,202108
10,61,创维EV6,461,创维汽车,10.98,32.98,//price.16888.com/sr-129131.html,202108
11,62,奔驰EQC,416,北京奔驰,49.19,57.98,/s/128744/,202108
12,63,比亚迪D1,407,比亚迪,16.08,16.98,//price.16888.com/sr-128567.html,202108
13,64,岚图FREE,401,岚图汽车,22.89,26.69,/s/128721/,202108
14,65,领克01新能源,388,领克,19.97,22.78,//price.16888.com/sr-128413.html,202108
15,66,思皓E50A,388,江汽集团,14.59,18.98,/s/128402/,202108
16,67,红旗E-HS9,369,一汽红旗,50.98,77.98,//price.16888.com/sr-128689.html,202108
17,68,奥迪Q2L e-tron,359,一汽-大众奥迪,24.38,24.38,/s/128629/,202108
18,69,腾势X,350,腾势汽车,28.98,35.78,//price.16888.com/sr-127865.html,202108
19,70,长安欧尚A600EV,339,长安汽车,14.98,14.98,/s/128327/,202108
20,71,畅巡,328,上汽通用雪佛兰,18.29,19.79,//price.16888.com/sr-128763.html,202108
21,72,易至EV3,307,江铃集团新能源,5.28,6.68,/s/127866/,202108
22,73,途观L新能源,296,上汽大众,26.11,27.21,//price.16888.com/sr-128584.html,202108
23,74,嘉际新能源,279,吉利新能源,14.58,16.88,/s/128417/,202108
24,75,宝来·纯电,270,一汽-大众,0.00,0.00,//price.16888.com/sr-129049.html,202108
25,76,奥迪A6L新能源,267,一汽-大众奥迪,0.00,0.00,/s/129028/,202108
26,77,广汽丰田iA5,266,广汽丰田新能源,15.98,19.28,//price.16888.com/sr-128501.html,202108
27,78,云度π1,249,云度新能源,7.48,7.98,/s/128811/,202108
28,79,远志M1,170,大运汽车,17.88,31.88,//price.16888.com/sr-129016.html,202108
29,80,沃尔沃S60新能源,170,沃尔沃亚太,39.99,46.19,/s/128231/,202108
30,81,菲斯塔纯电动,162,北京现代,17.38,19.88,//price.16888.com/sr-128833.html,202108
31,82,卡罗拉双擎E+,153,一汽丰田,20.78,23.08,/s/129080/,202108
32,83,云度π3,107,云度新能源,11.98,14.48,//price.16888.com/sr-128810.html,202108
0,101,奔腾E01,23,一汽奔腾,19.68,22.88,//price.16888.com/sr-128964.html,202108
1,102,起亚K3新能源,20,悦达起亚,16.68,20.68,/s/128590/,202108
2,103,雷诺 e诺,20,东风雷诺,0.00,0.00,//price.16888.com/sr-128913.html,202108
3,104,天逸 C5 AIRCROSS新能源,20,东风雪铁龙,23.17,26.47,/s/128163/,202108
4,105,易至EX5,16,江铃集团新能源,12.58,13.28,//price.16888.com/sr-128971.html,202108
5,106,零跑S01,16,零跑汽车,11.99,15.09,/s/128628/,202108
6,107,福特电马,16,长安福特,23.98,36.99,//price.16888.com/sr-128956.html,202108
7,108,雷凌双擎E+,14,广汽丰田,20.38,21.88,/s/126687/,202108
8,109,领克02新能源,10,领克,18.27,19.77,//price.16888.com/sr-129019.html,202108
9,110,标致4008新能源,10,东风标致,24.97,25.97,/s/128795/,202108
10,111,上汽大通MAXUS EG10,8,上汽大通,29.93,41.68,//price.16888.com/sr-128273.html,202108
11,112,启辰E30,8,东风日产,7.24,8.54,/s/128189/,202108
12,113,北京X7 PHEV,8,北京汽车,18.49,21.69,//price.16888.com/sr-128184.html,202108
13,114,领克03新能源,7,领克,17.67,19.67,/s/128532/,202108
14,115,合创007,6,合创汽车,25.98,27.98,//price.16888.com/sr-128683.html,202108
15,116,广汽本田VE-1,4,广汽本田,15.98,18.68,/s/128299/,202108
16,117,北京EX3,4,北京汽车,11.99,16.39,//price.16888.com/sr-128151.html,202108
17,118,东南DX3新能源,3,东南汽车,17.15,19.15,/s/128096/,202108
18,119,起亚K5新能源,2,悦达起亚,22.28,23.98,//price.16888.com/sr-128182.html,202108
19,120,开瑞K60EV,2,开瑞汽车,19.88,20.88,/s/127152/,202108
20,121,瑞虎e,0,奇瑞新能源,10.88,13.78,//price.16888.com/sr-128491.html,202108
21,122,睿行ES30,0,长安凯程,6.68,6.98,/s/127363/,202108
22,123,名爵6新能源,0,上汽集团,14.58,19.98,//price.16888.com/sr-128285.html,202108
23,124,北京EU5,0,北京汽车,12.99,17.19,/s/127675/,202108
24,125,奔腾B30EV,0,一汽奔腾,0.00,0.00,//price.16888.com/sr-57330.html,202108
25,126,江淮iEVA50,0,江淮汽车,12.98,14.55,/s/128188/,202108
26,127,帅客新能源,0,郑州日产,0.00,0.00,//price.16888.com/sr-129139.html,202108
27,128,荣威MARVEL X,0,上汽集团,0.00,0.00,/s/128796/,202108
28,129,思皓E20X,0,江淮大众,12.80,13.80,//price.16888.com/sr-126973.html,202108
29,130,北汽新能源EU,0,北汽新能源,7.98,7.98,/s/127290/,202108
30,131,红旗E-HS3,0,一汽红旗,22.58,26.58,//price.16888.com/sr-128368.html,202108
31,132,风光E1,0,东风小康,6.18,7.38,/s/128133/,202108
32,133,荣威e950,0,上汽集团,0.00,0.00,//price.16888.com/sr-128426.html,202108
0,151,荣威e950,0,上汽集团,0.00,0.00,//price.16888.com/sr-127363.html,202108
1,152,爱驰U5,0,爱驰汽车,16.69,24.99,/s/127675/,202108
2,153,北汽新能源EC,0,北汽新能源,0.00,0.00,//price.16888.com/sr-129139.html,202108
3,154,威马W6,0,威马汽车,16.98,23.98,/s/127694/,202108
4,155,比亚迪e6,0,比亚迪,0.00,0.00,//price.16888.com/sr-128188.html,202108
5,156,之诺60H,0,华晨宝马,0.00,0.00,/s/128796/,202108
6,157,欧拉iQ,0,长城新能源,11.48,15.03,//price.16888.com/sr-126973.html,202108
7,158,江淮iEV,0,江淮汽车,9.45,9.45,/s/127290/,202108
8,159,北汽EC100,0,北汽昌河,7.18,7.58,//price.16888.com/sr-128368.html,202108
9,160,众泰E200,0,众泰新能源,0.00,0.00,/s/128809/,202108
10,161,元新能源,0,比亚迪,0.00,0.00,//price.16888.com/sr-128133.html,202108
11,162,比亚迪e5,0,比亚迪,22.07,22.07,/s/127748/,202108
12,163,风光580新能源,0,东风小康,0.00,0.00,//price.16888.com/sr-128158.html,202108
13,164,长安CS15EV,0,长安汽车,8.98,9.88,/s/127843/,202108
14,165,长安欧尚X7 EV,0,长安汽车,15.99,17.99,//price.16888.com/sr-128305.html,202108
15,166,英致EX1,0,中国重汽VGV,0.00,0.00,/s/128214/,202108
16,167,比亚迪e1,0,比亚迪,5.99,7.99,//price.16888.com/sr-127976.html,202108
17,168,传祺GE3,0,广汽埃安,0.00,0.00,/s/128225/,202108
18,169,欧尚EV,0,长安汽车,0.00,0.00,//price.16888.com/sr-128786.html,202108
19,170,野马EC60,0,野马汽车,16.99,16.99,/s/128516/,202108
20,171,LITE,0,北汽新能源,11.08,12.68,//price.16888.com/sr-128078.html,202108
21,172,奔腾X40新能源,0,一汽奔腾,0.00,0.00,/s/128862/,202108
0,1,宏光MINIEV,35176,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128864.html,202109
1,2,Model Y,33544,特斯拉中国,24.99,35.49,/s/128722/,202109
2,3,Model 3,22462,特斯拉中国,23.19,33.95,//price.16888.com/sr-127904.html,202109
3,4,荣威Ei5,18372,上汽集团,13.98,15.38,/s/128787/,202109
4,5,宋新能源,14780,比亚迪,0.00,0.00,//price.16888.com/sr-127686.html,202109
5,6,汉,10248,比亚迪,16.58,25.98,/s/128729/,202109
6,7,小蚂蚁,7815,奇瑞新能源,5.99,7.69,//price.16888.com/sr-128436.html,202109
7,8,哪吒U,7699,合众汽车,11.88,15.98,/s/128065/,202109
8,9,小鹏P7,7512,小鹏汽车,20.99,33.99,//price.16888.com/sr-128302.html,202109
9,10,理想ONE,7094,理想,33.80,33.80,/s/129064/,202109
10,11,唐新能源,6254,比亚迪,17.98,26.98,//price.16888.com/sr-127934.html,202109
11,12,元新能源,5372,比亚迪,0.00,0.00,/s/128978/,202109
12,13,欧拉黑猫,5327,长城新能源,8.48,9.98,//price.16888.com/sr-129066.html,202109
13,14,欧拉好猫,5085,长城新能源,10.58,13.58,/s/129061/,202109
14,15,AION Y,5003,广汽埃安,9.98,18.98,//price.16888.com/sr-128803.html,202109
15,16,蔚来ES6,4900,蔚来,33.80,39.60,/s/129217/,202109
16,17,东风风神E70,4711,东风乘用车,14.28,15.38,//price.16888.com/sr-128852.html,202109
17,18,宝马iX3,4399,华晨宝马,40.50,44.50,/s/127961/,202109
18,19,花仙子,4290,江汽集团,5.99,9.09,//price.16888.com/sr-128626.html,202109
19,20,比亚迪e2,4129,比亚迪,8.98,14.78,/s/128576/,202109
20,21,ID.4 CROZZ,3858,一汽-大众,19.39,29.86,//price.16888.com/sr-128403.html,202109
21,22,零跑T03,3765,零跑汽车,4.99,6.99,/s/129169/,202109
22,23,ID.4 X,3189,上汽大众,15.99,28.34,//price.16888.com/sr-127908.html,202109
23,24,海豚,3000,比亚迪,9.98,12.98,/s/128369/,202109
24,25,蔚来EC6,2825,蔚来,35.80,41.60,//price.16888.com/sr-129172.html,202109
25,26,雷丁芒果,2669,雷丁,2.98,7.39,/s/128895/,202109
26,27,小鹏G3,2656,小鹏汽车,16.89,20.19,//price.16888.com/sr-127767.html,202109
27,28,启辰D60EV,2583,东风日产,12.98,17.88,/s/128198/,202109
28,29,传祺GS4新能源,2424,广汽乘用车,16.38,19.38,//price.16888.com/sr-129117.html,202109
29,30,欧拉白猫,2358,长城新能源,7.18,10.68,/s/128432/,202109
30,31,名爵EZS纯电动,1984,上汽集团,11.98,14.98,//price.16888.com/sr-129139.html,202109
31,32,吉利几何C,1937,吉利几何,12.98,20.78,/s/128970/,202109
32,33,宝骏KiWi EV,1924,上汽通用五菱,7.78,11.38,//price.16888.com/sr-128883.html,202109
0,51,途观L新能源,778,上汽大众,26.11,27.21,//price.16888.com/sr-128249.html,202109
1,52,思皓E50A,765,江汽集团,14.59,18.98,/s/128565/,202109
2,53,比亚迪e3,724,比亚迪,15.48,15.58,//price.16888.com/sr-128595.html,202109
3,54,朗逸纯电,716,上汽大众,14.89,14.89,/s/129174/,202109
4,55,领克06新能源,662,领克,13.68,15.68,//price.16888.com/sr-128402.html,202109
5,56,奔腾NAT,636,一汽奔腾,13.98,16.48,/s/128744/,202109
6,57,嘉际新能源,632,吉利新能源,14.58,16.88,//price.16888.com/sr-128378.html,202109
7,58,创维EV6,575,创维汽车,10.98,32.98,/s/128413/,202109
8,59,奥迪Q2L e-tron,571,一汽-大众奥迪,24.38,24.38,//price.16888.com/sr-128331.html,202109
9,60,卡罗拉双擎E+,499,一汽丰田,20.78,23.08,/s/128567/,202109
10,61,宝骏E100,499,上汽通用五菱,4.98,5.48,//price.16888.com/sr-128273.html,202109
11,62,易至EV3,459,江铃集团新能源,5.28,6.68,/s/128880/,202109
12,63,沃尔沃XC60新能源,450,沃尔沃亚太,52.39,60.39,//price.16888.com/sr-128682.html,202109
13,64,帕萨特新能源,441,上汽大众,23.32,24.22,/s/129052/,202109
14,65,腾势X,410,腾势汽车,28.98,35.78,//price.16888.com/sr-128231.html,202109
15,66,广汽本田VE-1,405,广汽本田,15.98,18.68,/s/128747/,202109
16,67,红旗E-HS9,390,一汽红旗,50.98,77.98,//price.16888.com/sr-127865.html,202109
17,68,极狐 阿尔法T(ARCFOX αT),380,北汽新能源,18.58,28.08,/s/129049/,202109
18,69,长安欧尚A600EV,351,长安汽车,14.98,14.98,//price.16888.com/sr-128501.html,202109
19,70,艾瑞泽5e,329,奇瑞新能源,0.00,0.00,/s/128486/,202109
20,71,比亚迪D1,328,比亚迪,16.08,16.98,//price.16888.com/sr-57330.html,202109
21,72,菱智M5EV,310,东风风行,14.99,19.69,/s/129042/,202109
22,73,沃尔沃S90插电式混动,309,沃尔沃亚太,49.99,61.39,//price.16888.com/sr-128811.html,202109
23,74,迈腾GTE插电混动,258,一汽-大众,23.79,25.29,/s/128145/,202109
24,75,云度π1,257,云度新能源,7.48,7.98,//price.16888.com/sr-128721.html,202109
25,76,菲斯塔纯电动,227,北京现代,17.38,19.88,/s/127866/,202109
26,77,东风本田M-NV,222,东风本田,14.98,15.98,//price.16888.com/sr-128584.html,202109
27,78,上汽大通MAXUS EUNIQ 5,208,上汽大通,16.58,21.28,/s/128206/,202109
28,79,探岳GTE插电混动,200,一汽-大众,24.29,24.29,//price.16888.com/sr-128285.html,202109
29,80,缤越新能源,200,吉利新能源,11.98,13.58,/s/128810/,202109
30,81,比亚迪e6,199,比亚迪,0.00,0.00,//price.16888.com/sr-129028.html,202109
31,82,丰田C-HR EV,191,广汽丰田,22.58,24.98,/s/128971/,202109
32,83,远志M1,190,大运汽车,17.88,31.88,//price.16888.com/sr-128558.html,202109
0,101,帝豪新能源,52,吉利新能源,13.58,16.18,//price.16888.com/sr-127691.html,202109
1,102,MG领航新能源,52,上汽集团,16.68,18.68,/s/128809/,202109
2,103,长安欧尚X7 EV,50,长安汽车,15.99,17.99,//price.16888.com/sr-128037.html,202109
3,104,易至EX5,32,江铃集团新能源,12.58,13.28,/s/128628/,202109
4,105,奔腾E01,24,一汽奔腾,19.68,22.88,//price.16888.com/sr-128833.html,202109
5,106,领克02新能源,23,领克,18.27,19.77,/s/128689/,202109
6,107,标致508L新能源,15,东风标致,21.57,22.77,//price.16888.com/sr-126687.html,202109
7,108,天逸 C5 AIRCROSS新能源,14,东风雪铁龙,23.17,26.47,/s/128965/,202109
8,109,宝来·纯电,14,一汽-大众,0.00,0.00,//price.16888.com/sr-128471.html,202109
9,110,启辰E30,12,东风日产,7.24,8.54,/s/128795/,202109
10,111,广汽丰田iA5,12,广汽丰田新能源,15.98,19.28,//price.16888.com/sr-128719.html,202109
11,112,大蚂蚁,11,奇瑞新能源,15.66,17.99,/s/128457/,202109
12,113,星越新能源,10,吉利新能源,17.58,21.68,//price.16888.com/sr-128135.html,202109
13,114,威马EX6,9,威马汽车,0.00,0.00,/s/127883/,202109
14,115,合创007,9,合创汽车,25.98,27.98,//price.16888.com/sr-128182.html,202109
15,116,昂希诺纯电动,7,北京现代,17.28,19.88,/s/128163/,202109
16,117,标致4008新能源,6,东风标致,24.97,25.97,//price.16888.com/sr-127152.html,202109
17,118,风光E3,5,东风小康,12.98,15.98,/s/127363/,202109
18,119,奥迪A6L新能源,5,一汽-大众奥迪,0.00,0.00,//price.16888.com/sr-128188.html,202109
19,120,红旗E-HS3,5,一汽红旗,22.58,26.58,/s/128796/,202109
20,121,上汽大通MAXUS EG10,4,上汽大通,29.93,41.68,//price.16888.com/sr-127675.html,202109
21,122,荣威MARVEL X,4,上汽集团,0.00,0.00,/s/126973/,202109
22,123,北京X7 PHEV,1,北京汽车,18.49,21.69,//price.16888.com/sr-127694.html,202109
23,124,零跑S01,1,零跑汽车,11.99,15.09,/s/127880/,202109
24,125,北汽新能源EU,0,北汽新能源,7.98,7.98,//price.16888.com/sr-128426.html,202109
25,126,尼欧Ⅱ,0,长安汽车,0.00,0.00,/s/128553/,202109
26,127,荣威e950,0,上汽集团,0.00,0.00,//price.16888.com/sr-128358.html,202109
27,128,欧拉iQ,0,长城新能源,11.48,15.03,/s/128133/,202109
28,129,江淮iEV,0,江淮汽车,9.45,9.45,//price.16888.com/sr-128158.html,202109
29,130,北汽EC100,0,北汽昌河,7.18,7.58,/s/128305/,202109
30,131,北汽新能源EC,0,北汽新能源,0.00,0.00,//price.16888.com/sr-128214.html,202109
31,132,开瑞K60EV,0,开瑞汽车,19.88,20.88,/s/128437/,202109
32,133,众泰E200,0,众泰新能源,0.00,0.00,//price.16888.com/sr-128078.html,202109
0,151,宋MAX新能源,0,比亚迪,14.78,17.48,//price.16888.com/sr-128417.html,202109
1,152,北京EU5,0,北京汽车,12.99,17.19,/s/128025/,202109
2,153,江淮iEVA50,0,江淮汽车,12.98,14.55,//price.16888.com/sr-128184.html,202109
3,154,起亚K5新能源,0,悦达起亚,22.28,23.98,/s/128151/,202109
4,155,思皓E20X,0,江淮大众,12.80,13.80,//price.16888.com/sr-128816.html,202109
5,156,奔腾B30EV,0,一汽奔腾,0.00,0.00,/s/128096/,202109
6,157,海马6P,0,海马汽车,16.28,17.58,//price.16888.com/sr-127152.html,202109
7,158,风光E1,0,东风小康,6.18,7.38,/s/127363/,202109
8,159,帅客新能源,0,郑州日产,0.00,0.00,//price.16888.com/sr-128188.html,202109
9,160,北汽新能源EU,0,北汽新能源,7.98,7.98,/s/128796/,202109
10,161,尼欧Ⅱ,0,长安汽车,0.00,0.00,//price.16888.com/sr-127675.html,202109
11,162,荣威e950,0,上汽集团,0.00,0.00,/s/126973/,202109
12,163,欧拉iQ,0,长城新能源,11.48,15.03,//price.16888.com/sr-127694.html,202109
13,164,江淮iEV,0,江淮汽车,9.45,9.45,/s/127880/,202109
14,165,北汽EC100,0,北汽昌河,7.18,7.58,//price.16888.com/sr-128426.html,202109
15,166,北汽新能源EC,0,北汽新能源,0.00,0.00,/s/128553/,202109
16,167,开瑞K60EV,0,开瑞汽车,19.88,20.88,//price.16888.com/sr-128358.html,202109
17,168,众泰E200,0,众泰新能源,0.00,0.00,/s/128133/,202109
18,169,之诺60H,0,华晨宝马,0.00,0.00,//price.16888.com/sr-128158.html,202109
19,170,比亚迪e5,0,比亚迪,22.07,22.07,/s/128305/,202109
20,171,长安CS15EV,0,长安汽车,8.98,9.88,//price.16888.com/sr-128214.html,202109
21,172,比亚迪e1,0,比亚迪,5.99,7.99,/s/128437/,202109
22,173,传祺GE3,0,广汽埃安,0.00,0.00,//price.16888.com/sr-128078.html,202109
23,174,领克03新能源,0,领克,17.67,19.67,/s/128786/,202109
0,1,宏光MINIEV,39128,上汽通用五菱,3.28,9.99,//price.16888.com/sr-128864.html,202110
1,2,Model 3,28853,特斯拉中国,23.19,33.95,/s/129112/,202110
2,3,Model Y,25538,特斯拉中国,24.99,35.49,//price.16888.com/sr-127904.html,202110
3,4,荣威Ei5,21021,上汽集团,13.98,15.38,/s/128954/,202110
4,5,汉,11087,比亚迪,16.58,25.98,//price.16888.com/sr-128436.html,202110
5,6,欧拉好猫,7845,长城新能源,10.58,13.58,/s/126549/,202110
6,7,理想ONE,7649,理想,33.80,33.80,//price.16888.com/sr-128065.html,202110
7,8,小蚂蚁,7433,奇瑞新能源,5.99,7.69,/s/129217/,202110
8,9,唐新能源,6862,比亚迪,17.98,26.98,//price.16888.com/sr-129066.html,202110
9,10,元新能源,6507,比亚迪,0.00,0.00,/s/127749/,202110
10,11,小鹏P7,6044,小鹏汽车,20.99,33.99,//price.16888.com/sr-128978.html,202110
11,12,海豚,6018,比亚迪,9.98,12.98,/s/129086/,202110
12,13,花仙子,5322,江汽集团,5.99,9.09,//price.16888.com/sr-128578.html,202110
13,14,哪吒V,5178,合众汽车,7.99,12.38,/s/128803/,202110
14,15,传祺GS4新能源,4484,广汽乘用车,16.38,19.38,//price.16888.com/sr-127961.html,202110
15,16,宝马iX3,4384,华晨宝马,40.50,44.50,/s/129156/,202110
16,17,东风风神E70,4298,东风乘用车,14.28,15.38,//price.16888.com/sr-129064.html,202110
17,18,ID.4 X,4195,上汽大众,15.99,28.34,/s/128922/,202110
18,19,比亚迪e2,4150,比亚迪,8.98,14.78,//price.16888.com/sr-129061.html,202110
19,20,欧拉黑猫,4079,长城新能源,8.48,9.98,/s/128441/,202110
20,21,零跑T03,3827,零跑汽车,4.99,6.99,//price.16888.com/sr-129210.html,202110
21,22,小鹏G3,3657,小鹏汽车,16.89,20.19,/s/127732/,202110
22,23,启辰D60EV,3583,东风日产,12.98,17.88,//price.16888.com/sr-129169.html,202110
23,24,雷丁芒果,3502,雷丁,2.98,7.39,/s/128895/,202110
24,25,AION Y,3384,广汽埃安,9.98,18.98,//price.16888.com/sr-128369.html,202110
25,26,蔚来ES6,3349,蔚来,33.80,39.60,/s/129172/,202110
26,27,飞凡ER6,3264,上汽集团,15.58,20.08,//price.16888.com/sr-128852.html,202110
27,28,ID.4 CROZZ,3235,一汽-大众,19.39,29.86,/s/128814/,202110
28,29,威马E.5,3171,威马汽车,15.01,21.51,//price.16888.com/sr-129301.html,202110
29,30,哪吒U,2929,合众汽车,11.88,15.98,/s/128576/,202110
30,31,红旗E-QM5,2620,一汽红旗,16.58,23.98,//price.16888.com/sr-128145.html,202110
31,32,名爵EZS纯电动,2442,上汽集团,11.98,14.98,/s/129136/,202110
32,33,逸动新能源,2424,长安汽车,8.49,14.99,//price.16888.com/sr-128206.html,202110
0,51,威马EX5,1009,威马汽车,16.08,17.98,//price.16888.com/sr-128029.html,202110
1,52,红旗E-HS9,872,一汽红旗,50.98,77.98,/s/128328/,202110
2,53,沃尔沃S90插电式混动,856,沃尔沃亚太,49.99,61.39,//price.16888.com/sr-129049.html,202110
3,54,东风本田M-NV,849,东风本田,14.98,15.98,/s/129117/,202110
4,55,威马W6,838,威马汽车,16.98,23.98,//price.16888.com/sr-128866.html,202110
5,56,岚图FREE,798,岚图汽车,22.89,26.69,/s/128682/,202110
6,57,AION V,682,广汽埃安,12.98,19.36,//price.16888.com/sr-129311.html,202110
7,58,创维EV6,610,创维汽车,10.98,32.98,/s/129131/,202110
